"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","194","deletePersonPurgeTest()","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","deletePersonPurgeTest"
"","6374","startVisit()","","2026-07-10","passed","2026-07-10","","ui.VisitTest","ui.VisitTest","startVisit"
"","8338","userCanNavigateToSearchResultsPageByClickingSearchButtonTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","userCanNavigateToSearchResultsPageByClickingSearchButtonTest"
"","5825","searchDropdownShowsCorrectResultsTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropdownShowsCorrectResultsTest"
"","5646","startVisitWithoutVisitTypeShouldShowError()","","2026-07-10","passed","2026-07-10","","ui.VisitTest","ui.VisitTest","startVisitWithoutVisitTypeShouldShowError"
"","406","patientCanBeHardDeletedTest()","","2026-07-10","passed","2026-07-10","","api.DeletePatientTest","api.DeletePatientTest","patientCanBeHardDeletedTest"
"","12336","knownPatientCanBeRegisteredWithMandatoryValidDataTest()","","2026-07-10","failed","2026-07-10","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithMandatoryValidDataTest"
"","142","adminCanBeAuthenticatedTest()","","2026-07-10","passed","2026-07-10","","api.AuthenticationTest","api.AuthenticationTest","adminCanBeAuthenticatedTest"
"","39","negativeCreatePersonTest(String, String, String, int, String, String) [2] First, middle, LastName, -2, F, birthdate","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","7030","startVisitAndDiscardShouldNotCreateActiveVisit()","","2026-07-10","passed","2026-07-10","","ui.VisitTest","ui.VisitTest","startVisitAndDiscardShouldNotCreateActiveVisit"
"","690","knownPatientCanBeCreatedWithValidDataTest()","","2026-07-10","passed","2026-07-10","","api.CreatePatientTest","api.CreatePatientTest","knownPatientCanBeCreatedWithValidDataTest"
"","483","patientCanBeCreatedWithEmptyMiddleOrGivenName(PersonName) [1] PersonName(givenName=26e0a417, middleName=, familyName=b08fa4a3, familyName2=null, preferred=null, prefix=null, familyNamePrefix=null, familyNameSuffix=null, degree=null)","","2026-07-10","passed","2026-07-10","","api.CreatePatientTest","api.CreatePatientTest","patientCanBeCreatedWithEmptyMiddleOrGivenName"
"","3545","searchPanelCanBeClosedTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelCanBeClosedTest"
"","0","patientCanBeUpdatedSuccessfully()","","2026-07-10","skipped","2026-07-10","","api.UpdatePatientTest","api.UpdatePatientTest","patientCanBeUpdatedSuccessfully"
"","201","searchPatient_withoutMatching_WhenDB_isEmptyTest(String) [1] m","","2026-07-10","passed","2026-07-10","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatching_WhenDB_isEmptyTest"
"","6147","searchInputCanBeClearedTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","searchInputCanBeClearedTest"
"","1059","adminCanLoginTest(AdminLogin)","","2026-07-10","passed","2026-07-10","","ui.LoginTest","ui.LoginTest","adminCanLoginTest"
"","6683","userCanNavigateToSearchResultsPageByPressingEnterTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","userCanNavigateToSearchResultsPageByPressingEnterTest"
"","0","searchUnknownPatientTest(String, int)","","2026-07-10","skipped","2026-07-10","","api.SearchPatientTest","api.SearchPatientTest","searchUnknownPatientTest"
"","6201","searchPanelCanBeClosedAfterSearchTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelCanBeClosedAfterSearchTest"
"","0","searchPatient_withMatchingTest(String, int)","","2026-07-10","skipped","2026-07-10","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withMatchingTest"
"","291","searchPatient_withoutMatching_WhenDB_isEmptyTest(String) [2] abrakadabra","","2026-07-10","passed","2026-07-10","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatching_WhenDB_isEmptyTest"
"","0","unknownPatientCanBeRegisteredWithValidDataTest()","","2026-07-10","skipped","2026-07-10","","ui.RegisterPatientTest","ui.RegisterPatientTest","unknownPatientCanBeRegisteredWithValidDataTest"
"","809","createVisitTest()","","2026-07-10","passed","2026-07-10","","api.VisitTest","api.VisitTest","createVisitTest"
"","281","patientCannotBeCreatedWithEmptyGivenName()","","2026-07-10","passed","2026-07-10","","api.CreatePatientTest","api.CreatePatientTest","patientCannotBeCreatedWithEmptyGivenName"
"","236","deletePersonVoidedTest()","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","deletePersonVoidedTest"
"","433","patientCanBeSoftDeletedTest()","","2026-07-10","passed","2026-07-10","","api.DeletePatientTest","api.DeletePatientTest","patientCanBeSoftDeletedTest"
