"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","442","patientCanBeCreatedWithEmptyMiddleOrGivenName(PersonName) [1] PersonName(givenName=db5d19da, middleName=, familyName=15ca9ae9, familyName2=null, preferred=null, prefix=null, familyNamePrefix=null, familyNameSuffix=null, degree=null)","","2026-07-09","passed","2026-07-09","","api.CreatePatientTest","api.CreatePatientTest","patientCanBeCreatedWithEmptyMiddleOrGivenName"
"","5938","startVisit()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","startVisit"
"","1488","searchRecentVisitsTest()","","2026-07-09","passed","2026-07-09","","api.VisitTest","api.VisitTest","searchRecentVisitsTest"
"","0","endVisit()","","2026-07-09","skipped","2026-07-09","","ui.VisitTest","ui.VisitTest","endVisit"
"","0","unknownPatientCanBeRegisteredWithValidDataTest()","","2026-07-09","skipped","2026-07-09","","ui.RegisterPatientTest","ui.RegisterPatientTest","unknownPatientCanBeRegisteredWithValidDataTest"
"","408","patientCanBeSoftDeletedTest()","","2026-07-09","passed","2026-07-09","","api.DeletePatientTest","api.DeletePatientTest","patientCanBeSoftDeletedTest"
"","0","patientCanBeUpdatedSuccessfully()","","2026-07-09","skipped","2026-07-09","","api.UpdatePatientTest","api.UpdatePatientTest","patientCanBeUpdatedSuccessfully"
"","1243","updateVisitStartDatetimeTest()","","2026-07-09","passed","2026-07-09","","api.VisitTest","api.VisitTest","updateVisitStartDatetimeTest"
"","59","negativeCreatePersonTest(String, String, String, int, String, String) [3] first, middle, LastName, 210, U, birthdate","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","6377","searchPanelCanBeClosedAfterSearchTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelCanBeClosedAfterSearchTest"
"","43","negativeCreatePersonTest(String, String, String, int, String, String) [2] First, middle, LastName, -2, F, birthdate","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","816","createVisitTest()","","2026-07-09","passed","2026-07-09","","api.VisitTest","api.VisitTest","createVisitTest"
"","1296","deleteVisitTest()","","2026-07-09","passed","2026-07-09","","api.VisitTest","api.VisitTest","deleteVisitTest"
"","150","positiveCreatePersonWithMandatoryFieldsTest()","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","positiveCreatePersonWithMandatoryFieldsTest"
"","0","searchUnknownPatientTest(String, int)","","2026-07-09","skipped","2026-07-09","","api.SearchPatientTest","api.SearchPatientTest","searchUnknownPatientTest"
"","1084","cannotLoginWithWrongAdminPasswordTest(AdminLogin)","","2026-07-09","passed","2026-07-09","","ui.LoginTest","ui.LoginTest","cannotLoginWithWrongAdminPasswordTest"
"","991","adminCanLoginTest(AdminLogin)","","2026-07-09","passed","2026-07-09","","ui.LoginTest","ui.LoginTest","adminCanLoginTest"
"","8358","userCanNavigateToSearchResultsPageByClickingSearchButtonTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","userCanNavigateToSearchResultsPageByClickingSearchButtonTest"
"","473","patientCanBeCreatedWithEmptyMiddleOrGivenName(PersonName) [2] PersonName(givenName=e5533a7e, middleName=4bb13bd8, familyName=, familyName2=null, preferred=null, prefix=null, familyNamePrefix=null, familyNameSuffix=null, degree=null)","","2026-07-09","passed","2026-07-09","","api.CreatePatientTest","api.CreatePatientTest","patientCanBeCreatedWithEmptyMiddleOrGivenName"
"","2285","newIdentifierCanBeGeneratedTest()","","2026-07-09","passed","2026-07-09","","api.GenerateIdentifierTest","api.GenerateIdentifierTest","newIdentifierCanBeGeneratedTest"
"","7582","startVisitAndClickCancelShouldKeepModalOpen()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","startVisitAndClickCancelShouldKeepModalOpen"
"","2607","searchDropDownShowsDefaultMessagesTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropDownShowsDefaultMessagesTest"
"","667","knownPatientCanBeCreatedWithValidDataTest()","","2026-07-09","passed","2026-07-09","","api.CreatePatientTest","api.CreatePatientTest","knownPatientCanBeCreatedWithValidDataTest"
"","760","userCannotLoginWithoutNameTest()","","2026-07-09","passed","2026-07-09","","ui.LoginTest","ui.LoginTest","userCannotLoginWithoutNameTest"
"","5454","searchDropdownShowsCorrectResultsTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropdownShowsCorrectResultsTest"
"","48","negativeCreatePersonTest(String, String, String, int, String, String) [1] , middle, LastName, 21, M, names[0].givenName","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","0","searchPatient_withMatchingTest(String, int)","","2026-07-09","skipped","2026-07-09","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withMatchingTest"
"","200","deletePersonPurgeTest()","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","deletePersonPurgeTest"
"","176","searchPatient_withoutMatching_WhenDB_isEmptyTest(String) [1] m","","2026-07-09","passed","2026-07-09","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatching_WhenDB_isEmptyTest"
"","5416","startVisitWithoutVisitTypeShouldShowError()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","startVisitWithoutVisitTypeShouldShowError"
"","5100","shouldDisplayNoUpcomingAppointmentsMessage()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","shouldDisplayNoUpcomingAppointmentsMessage"
"","5742","searchInputCanBeClearedTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchInputCanBeClearedTest"
"","8964","deleteActiveVisitShouldRemoveItSuccessfully()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","deleteActiveVisitShouldRemoveItSuccessfully"
"","2949","searchPanelCanBeClosedTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelCanBeClosedTest"
"","315","searchPatient_withoutMatching_WhenDB_isEmptyTest(String) [2] abrakadabra","","2026-07-09","passed","2026-07-09","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatching_WhenDB_isEmptyTest"
"","14215","knownPatientCanBeRegisteredWithAllValidDataTest()","","2026-07-09","failed","2026-07-09","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithAllValidDataTest"
"","329","patientCannotBeCreatedWithEmptyGivenName()","","2026-07-09","passed","2026-07-09","","api.CreatePatientTest","api.CreatePatientTest","patientCannotBeCreatedWithEmptyGivenName"
