"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1218","updateVisitStartDatetimeTest()","","2026-07-09","passed","2026-07-09","","api.VisitTest","api.VisitTest","updateVisitStartDatetimeTest"
"","7906","userCanNavigateToSearchResultsPageByClickingSearchButtonTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","userCanNavigateToSearchResultsPageByClickingSearchButtonTest"
"","323","positiveUpdatePersonMandatoryFieldsTest()","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","positiveUpdatePersonMandatoryFieldsTest"
"","273","patientCannotBeCreatedWithEmptyGivenName()","","2026-07-09","passed","2026-07-09","","api.CreatePatientTest","api.CreatePatientTest","patientCannotBeCreatedWithEmptyGivenName"
"","753","createVisitTest()","","2026-07-09","passed","2026-07-09","","api.VisitTest","api.VisitTest","createVisitTest"
"","216","deletePersonPurgeTest()","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","deletePersonPurgeTest"
"","164","searchPatient_withoutMatching_WhenDB_isEmptyTest(String) [1] m","","2026-07-09","passed","2026-07-09","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatching_WhenDB_isEmptyTest"
"","887","cannotLoginWithWrongAdminPasswordTest(AdminLogin)","","2026-07-09","passed","2026-07-09","","ui.LoginTest","ui.LoginTest","cannotLoginWithWrongAdminPasswordTest"
"","6794","startVisitAndDiscardShouldNotCreateActiveVisit()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","startVisitAndDiscardShouldNotCreateActiveVisit"
"","46","negativeCreatePersonTest(String, String, String, int, String, String) [1] , middle, LastName, 21, M, names[0].givenName","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","378","patientCanBeSoftDeletedTest()","","2026-07-09","passed","2026-07-09","","api.DeletePatientTest","api.DeletePatientTest","patientCanBeSoftDeletedTest"
"","5032","shouldDisplayNoUpcomingAppointmentsMessage()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","shouldDisplayNoUpcomingAppointmentsMessage"
"","6139","searchDropdownShowsCorrectResultsTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropdownShowsCorrectResultsTest"
"","6099","searchInputCanBeClearedTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchInputCanBeClearedTest"
"","117","adminCanBeAuthenticatedTest()","","2026-07-09","passed","2026-07-09","","api.AuthenticationTest","api.AuthenticationTest","adminCanBeAuthenticatedTest"
"","7734","startVisitAndClickCancelShouldKeepModalOpen()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","startVisitAndClickCancelShouldKeepModalOpen"
"","0","searchPatient_withoutMatchingTest(String)","","2026-07-09","skipped","2026-07-09","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatchingTest"
"","11914","knownPatientCanBeRegisteredWithMandatoryValidDataTest()","","2026-07-09","failed","2026-07-09","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithMandatoryValidDataTest"
"","0","patientCanBeUpdatedSuccessfully()","","2026-07-09","skipped","2026-07-09","","api.UpdatePatientTest","api.UpdatePatientTest","patientCanBeUpdatedSuccessfully"
"","775","knownPatientCanBeCreatedWithValidDataTest()","","2026-07-09","passed","2026-07-09","","api.CreatePatientTest","api.CreatePatientTest","knownPatientCanBeCreatedWithValidDataTest"
"","1153","adminCanLoginTest(AdminLogin)","","2026-07-09","passed","2026-07-09","","ui.LoginTest","ui.LoginTest","adminCanLoginTest"
"","0","searchPatient_withMatchingTest(String, int)","","2026-07-09","skipped","2026-07-09","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withMatchingTest"
"","401","knownPatientCanBeCreatedWithOnlyMandatoryDataTest()","","2026-07-09","passed","2026-07-09","","api.CreatePatientTest","api.CreatePatientTest","knownPatientCanBeCreatedWithOnlyMandatoryDataTest"
"","13835","knownPatientCanBeRegisteredWithAllValidDataTest()","","2026-07-09","failed","2026-07-09","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithAllValidDataTest"
"","2347","newIdentifierCanBeGeneratedTest()","","2026-07-09","passed","2026-07-09","","api.GenerateIdentifierTest","api.GenerateIdentifierTest","newIdentifierCanBeGeneratedTest"
"","1527","searchRecentVisitsTest()","","2026-07-09","passed","2026-07-09","","api.VisitTest","api.VisitTest","searchRecentVisitsTest"
"","5319","adminCanLoginWithClinicMemorisedTest(AdminLogin)","","2026-07-09","passed","2026-07-09","","ui.LoginTest","ui.LoginTest","adminCanLoginWithClinicMemorisedTest"
"","2736","searchPanelCanBeClosedTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelCanBeClosedTest"
"","9412","deleteActiveVisitShouldRemoveItSuccessfully()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","deleteActiveVisitShouldRemoveItSuccessfully"
"","1333","deleteVisitTest()","","2026-07-09","passed","2026-07-09","","api.VisitTest","api.VisitTest","deleteVisitTest"
"","5511","startVisitWithoutVisitTypeShouldShowError()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","startVisitWithoutVisitTypeShouldShowError"
